id	Fu	Ag	Ex	Re	Vi
0	6.082849821174756	9.294112625802654	13.032680259844362	10.464913623925536	1.125443669252689
1	13.68700269168655	1.7579058276432724	16.33511782910075	0.3416462712695948	7.878327380299831
2	10.335234531865417	3.0140149244921575	13.916713108637357	1.2668006175879654	11.467236817417106
3	2.4892901561385696	6.426839349286971	12.0652385769802	9.064795686171474	9.953836231422786
4	5.4401666961591335	11.979518286580108	10.15569299250585	6.952613163673749	5.472008861081161
5	12.477408650688483	10.640066036196336	9.93551155991903	2.2869412115845265	4.660072541611619
6	9.079329974152365	8.336445169997395	12.274515050272004	1.7384865875228654	8.571223218055362
7	9.103590423311003	11.965075847683933	8.809022545676545	6.526453834857736	3.595857348470788
8	8.070083340201705	0.02576612573673068	12.751992107450885	7.79036680444722	11.361791622163455
9	6.5879424777236695	2.8312836847788008	13.255628298402645	11.968929080734856	5.356216458360027
10	3.68441421609387	15.013474327889448	1.3687842015286038	10.884686434195212	9.048640820292862
11	0.9682654640675387	0.9382579979443968	3.428694161197433	28.962660937530163	5.702121439260478
12	4.025224654859977	10.03718416830396	11.390400071364503	10.604215066180236	3.9429760392913273
13	10.051881945125546	2.6213629816716963	7.050490095341784	14.057788905959601	6.218476071901372
14	9.565604335618668	1.017471541447193	11.831936238289414	6.46525439887667	11.11973348576806
15	9.421011494853484	0.6851897096770038	7.9293336640279835	20.2059632821197	1.758501849321826
16	1.7229613106253292	9.717187327988693	13.692477897238582	7.234993394354659	7.632380069792729
17	6.316408680928437	12.420642345261987	1.1954421811661067	5.570871728775436	14.496635063868037
18	15.996278549068379	10.954947740703998	3.3274920213404786	5.968171946536693	3.7531097423504476
19	11.374893421804348	13.859467892647627	2.2108665441557775	10.48942638520181	2.0653457561904376
20	9.304479020089923	3.031990880428546	2.749468491218073	21.44235422248822	3.471707385775236
21	1.8656762104246705	11.253884732846286	7.070115250317533	8.966542340978938	10.843781465432572
22	4.671450847509604	12.03250406055084	11.607162549402984	9.907306662941899	1.7815758795946806
23	4.4702153190582194	4.479147868119866	9.556948521885792	9.645745440468325	11.8479428504678
24	9.482608699415433	4.40105733744971	7.966154753666127	7.389247034364209	10.760932175104521
25	1.4549433111281511	15.577958255948191	13.52433580401373	7.274483205862861	2.1682794230470552
26	2.707902117140289	18.8902001925157	11.91962545475808	5.3262040396832395	1.1560681959026906
27	4.575964102774977	10.449915020829005	13.695508239089637	11.02233830121704	0.2562743360893448
28	9.928946199325013	12.623131951383124	7.849051073475308	6.84043220188325	2.758438573933304
29	9.903260630428154	5.186994800086674	8.84241961796095	8.487131941761278	7.580193009762946
30	1.7863916954673078	13.063881489891369	6.135971591765116	10.573041083545311	8.440714139330899
31	17.115471474229146	14.39688620946378	2.74725510270731	0.9928898505333243	4.747497363066437
32	0.9466562511396579	5.623132977953753	11.979122211380615	8.326878234266353	13.124210325259625
33	10.726619402636654	9.905727542647414	12.683077926823321	3.4114036338453353	3.2731714940472667
34	4.503671691198209	8.667919237047515	6.387463253321294	10.659739843214338	9.781205975218645
35	11.05609455171889	10.795012207115343	5.879559530210446	11.020193217508648	1.2491404934466777
36	10.44494728115063	15.656399586306124	7.687502281256769	4.003232220425968	2.2079186308604988
37	11.665786529271621	8.433985426297173	8.014763846296498	8.809570286769533	3.075893911365172
38	1.0323678410199153	10.209276577401457	5.202099271612376	15.711319863780865	7.844936446185385
39	20.3041968753394	3.0426511201005435	2.023941889832513	11.312876868210656	3.316333246516892
40	10.585247276957581	10.902620244357541	5.725604093863076	5.561548073615231	7.224980311206577
41	7.3469760649335525	4.493011820064025	9.783698899329005	7.398362202644665	10.977951013028754
42	6.076840965210091	4.634649086171365	10.50368596886628	9.276959774600448	9.50786420515182
43	12.57566874600416	7.808389561318115	6.764579366512108	6.32745451444215	6.523907811723469
44	3.8624755370380557	7.647260670803991	8.499056114998984	13.045712760107863	6.945494917051114
45	7.417222539872649	11.357574443975563	6.650836795973609	3.6809747533120696	10.893391466866113
